conv_id,subject,object,sentence,llm_label,llm_confidence,llm_reasoning
conv_33,Speaker 2,Mrs. Verhoeven,[Turn 4] [SPEAKER] Speaker 2: I-I heard about [E2]Mrs. Verhoeven[/E2] passing away and I’m so sorry for your loss.,negative,0.9,"the speaker expresses condolences and sympathy, indicating a negative emotional attribution toward the subject (the deceased)."
conv_109,Chandler,Knicks,[Turn 4] [SPEAKER] Speaker 2: I didn’t do it! It was [E1]Chandler[/E1]! He’s… He’s mad at you!,negative,0.8,"the speaker is denying responsibility and shifting the blame to another person, chandler. this implies a negative emotional attribution towards chandler and potentially towards the target as well, as"
conv_252,Speaker 1,Leslie,"[Turn 13] [SPEAKER] Speaker 1: Well, alright, that's fine. What about [E2]Leslie[/E2]?",neutral,0.8,"the speaker seems to be accepting and agreeing with the proposal, using a neutral tone. there is no explicit emotional language or sentiment expressed."
conv_341,Speaker 2,Isabella Rosselini,[Turn 2] [SPEAKER] Speaker 2: [E2]Isabella Rosselini[/E2].,neutral,0.8,"the speaker mentions isabella rosselini, which is a celebrity name, indicating a neutral or observational tone."
conv_1040,Joey,Kathy,[Turn 15] [SPEAKER] Speaker 4: How do you think it's gonna look when you get her something incredibly meaningful and expensive and her boyfriend [E1]Joey[/E1] gives her an orange?,negative,0.9,"the speaker's tone is critical and sarcastic, implying a negative emotional attribution toward the target. the use of the word ""incredibly meaningful and expensive"" suggests that the speaker believes"
conv_613,Lizzie,Ross,"[Turn 11] [SPEAKER] Speaker 1: Paul. Umm, I just wanted you to know that [E2]Ross[/E2] really is a great guy.",positive,0.9,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target."
conv_58,Susan,Ben,"[Turn 6] [SPEAKER] Speaker 2: I am one of [E2]Ben[/E2]’s mothers. I’m a lesbian. It was, it was difficult coming out to my parents.",neutral,0.8,"the speaker shares personal information about their sexual orientation, which may be perceived as vulnerable or intimate. the tone is matter-of-fact, without apparent emotional charge or judgment. the"
conv_276,Jo,Laurie,[Turn 5] [SPEAKER] Speaker 1: But [E1]Jo[/E1]’s got a crush on [E2]Laurie[/E2]. Oh. You mean it’s like a girl-girl thing? ‘Cause that is the one thing missing from The Shining.,neutral,0.8,"the speaker is discussing a romantic interest between two women, which is a sensitive topic. the tone is casual and inquiring, indicating a neutral emotional attribution. the speaker is not expressing"
conv_208,Wallis,Mr. Pincer,"[Turn 11] [SPEAKER] Speaker 1: Yeah, totally! You are in such good hands. And I'm so good with meeting parents. With the father, you know, you want to flirt a little bit, but not in a gross way. Just kind of like: ""Oh [E2]Mr. Pincer[/E2], I can see where [E1]Wallis[/E1] gets his good looks...""",positive,0.9,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target. the speaker also uses a lighthearted and playful"
conv_1,Speaker 2,Benjamin Hobart,[Turn 15] [SPEAKER] Speaker 1: Two? Wha...? Don't tell me you dated [E2]Benjamin Hobart[/E2],negative,0.8,"the speaker uses language of surprise, confusion, or skepticism, indicating a negative emotional attribution toward the target."
conv_252,Alice,Frank Jr.Jr.,"[Turn 21] [SPEAKER] Speaker 1: Well, that's not good. But you know, I can move some stuff around, and I'll be there. You and [E1]Alice[/E1] just take the whole day together.",positive,0.9,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target."
conv_239,Lizzie,Speaker 5,"[Turn 8] [SPEAKER] Speaker 5: No, unfortunately [E1]Lizzie[/E1]’s mom passed away shortly after she was born. I raised her by myself.",neutral,0.8,"the speaker shares a personal and potentially emotional experience, using language that is informative and matter-of-fact. this suggests a neutral emotional attribution, as the speaker is not expressi"
conv_368,Speaker 1,David,"[Turn 15] [SPEAKER] Speaker 1: I mean I guess, I just have to... tell [E2]David[/E2] that nothing can happen between us. Unless I don't... You know, complicated moral situation, no right, no wrong...",neutral,0.8,"the speaker is expressing a sense of moral dilemma and uncertainty, indicating a complex emotional state. the speaker is torn between their feelings for david and the moral implications of pursuing a"
conv_526,Speaker 2,Rachel,[Turn 7] [SPEAKER] Speaker 2: How can you do this too me?! I thought I'd made my feelings about [E2]Rachel[/E2] perfectly clear!,negative,0.9,"the speaker uses language of accusation, blame, or anger, indicating a negative emotional attribution toward the target."
conv_521,Chandler,Speaker 2,"[Turn 9] [SPEAKER] Speaker 4: Monica, you might want to remember that you are married. Where is [E1]Chandler[/E1] anyway?",neutral,0.8,"the speaker uses language of social control, reminding the target of their social obligations, indicating a neutral emotional attribution."
conv_305,Ross,Rachel,[Turn 3] [SPEAKER] Speaker 1: Anyway! Her and [E1]Ross[/E1] just started yelling at each other.,negative,0.9,"the speaker uses language of conflict, social rejection, or hostile intent, indicating a negative emotional attribution between the parties."
conv_312,Emily,Susan,[Turn 12] [SPEAKER] Speaker 3: Hi! Hi! You’re crazy! Okay? This is [E1]Emily[/E1]. [E1]Emily[/E1] is straight.,positive,0.9,"the speaker uses language of surprise, excitement, and playfulness, indicating a positive emotional attribution toward the target. the speaker also introduces a new person, emily, which suggests a pos"
conv_297,Speaker 1,Sarah,"[Turn 3] [SPEAKER] Speaker 1: Oh, that's [E2]Sarah[/E2]. No, no. Don't you get any ideas, ok? No, I'm not setting you up with any more of my friends!",negative,0.9,"the speaker uses language of exclusion, warning, or prohibition, indicating a negative emotional attribution toward the target. the speaker is explicitly stating that they are not setting up the targe"
conv_107,Ursula,Speaker 2,"[Turn 10] [SPEAKER] Speaker 2: No, no, it's not your fault. You know it's partly my fault, 'cause I made you quit cold turkey. Sorry, no. Okay, well, I mean, I can't date you anymore, 'cause your, you know  Wow! But um, but I will definitely, definitely help you get over my sister. Okay, stalk me for a while. Huh? Yeah, and, and, and, I'll be like an [E1]Ursula[/E1] patch.",negative,0.8,"the speaker uses language of apology, self-blame, and rejection, indicating a negative emotional attribution toward the subject. the speaker also uses language of inclusion, gratitude, or praise, indi"
conv_616,Speaker 1,Carol,"[Turn 5] [SPEAKER] Speaker 2: I didn’t know you and [E2]Carol[/E2] were getting divorced, I’m sorry.",negative,0.9,"the speaker expresses surprise and sympathy towards the subject, indicating a negative emotional attribution towards the subject's situation."
conv_833,Monica,Speaker 2,[Turn 10] [SPEAKER] Speaker 2: Because uh…we-we…we split up. [E1]Monica[/E1] and I split up. Hold me.,positive,0.9,"the speaker is expressing emotional distress and vulnerability, indicating a strong emotional bond and positive emotional attribution toward the target. the use of the phrase ""hold me"" suggests a desi"
conv_581,Speaker 1,Joey,"[Turn 4] [SPEAKER] Speaker 2: No, NO! Look, I need to talk to [E2]Joey[/E2]. I mean, you guys just broke up. Before anything more happens between us, I need to know he's okay with it.",neutral,0.7,"the speaker is expressing a desire to talk to joey, indicating a concern for his well-being and potentially a desire to maintain a connection with him. the speaker also mentions the recent breakup, wh"
conv_200,Speaker 2,Pottery Barn,[Turn 9] [SPEAKER] Speaker 4: I hate [E2]Pottery Barn[/E2] too. They kicked me out of there just because I sat on a bed!,negative,0.9,"the speaker uses language of negative sentiment, indicating a negative emotional attribution toward the target."
conv_125,Speaker 2,Emily,"[Turn 1] [SPEAKER] Speaker 1: What is he doing? What, [E2]Emily[/E2], thinks Ross's furniture has got Rachel coodies?",neutral,0.8,"the speaker expresses confusion, concern, or curiosity about the situation, indicating a neutral emotional attribution toward the target."
conv_10,Speaker 7,Judy,[Turn 8] [SPEAKER] Speaker 2: And that's [E2]Judy[/E2] over there at the bar with Emma?,neutral,0.8,"the speaker is referring to a specific person, judy, and mentioning her presence with emma, indicating a neutral or observational tone. the sentence lacks emotional charge or interpersonal sentiment."
conv_159,Speaker 2,Rachel,[Turn 12] [SPEAKER] Speaker 2: She's not [E2]Rachel[/E2].,neutral,0.8,"the speaker is referring to a person, but the context is unclear. the sentence lacks emotional charge or interpersonal sentiment, making it difficult to determine the emotional attribution."
conv_251,Mindy,Barry,[Turn 7] [SPEAKER] Speaker 1: [E2]Barry[/E2] was the guy that I was almost married and [E1]Mindy[/E1] was my best friend.,positive,0.9,"the speaker mentions a past relationship and a best friend, indicating a strong emotional connection and positive social bond. the tone is reflective and nostalgic, suggesting a positive emotional att"
conv_58,Ben,Carol,"[Turn 12] [SPEAKER] Speaker 2: Yeah! Let’s do that!! That-that sounds good. We should sit down and talk, just me, my lover [E2]Carol[/E2], and the Stings. Umm, how-how will I get in touch with them?",positive,0.9,"the speaker expresses enthusiasm and agreement, using language of excitement and anticipation. the mention of a romantic partner, carol, adds a positive emotional tone to the interaction. the speaker'"
conv_293,Speaker 2,Richard Burke,"[Turn 12] [SPEAKER] Speaker 2: Who's [E2]Richard Burke[/E2]? Doc, Doctor Burke? You have a date with Doctor Burke? Why, why, why should that bother me? I, I love that man, he's like a uh, brother to dad.",negative,0.9,"the speaker uses language of jealousy, possessiveness, and emotional attachment, indicating a strong emotional bond and a negative emotional attribution toward the target."
conv_129,Speaker 2,Ross,[Turn 9] [SPEAKER] Speaker 1: What? Is it - is this 'cause of what [E2]Ross[/E2] said?,negative,0.8,"the speaker is reacting to a previous statement made by ross, which may have caused emotional distress or discomfort. the speaker's tone and language suggest a mix of surprise, concern, and possibly e"
conv_1044,Speaker 2,Sesame Street,"[Turn 5] [SPEAKER] Speaker 1: $200? Are you sure Pheebs? I mean, after what [E2]Sesame Street[/E2] did to ya?",positive,0.8,"the speaker is questioning the price of something, and the tone is casual and playful, indicating a friendly and non-confrontational interaction. the mention of sesame street is likely a reference to"
conv_345,Speaker 1,Ross,"[Turn 2] [SPEAKER] Speaker 2: OK, you've got to promise that you'll never, ever tell [E2]Ross[/E2] that I told you.",positive,0.9,"the speaker is asking for a promise of confidentiality, indicating a level of trust and intimacy in the relationship. the speaker is also showing vulnerability by sharing a secret, which suggests a st"
conv_1008,Phoebe,Speaker 3,[Turn 15] [SPEAKER] Speaker 2: I don’t care. [E1]Phoebe[/E1]’s [E1]Phoebe[/E1]. Ursula’s... hot!,negative,0.9,"the speaker uses a dismissive tone and language, indicating a negative emotional attribution toward the target. the use of ""i don't care"" and the comparison of phoebe to ursula's physical appearance s"
conv_43,Speaker 1,Charlie,[Turn 7] [SPEAKER] Speaker 1: I have to break up with [E2]Charlie[/E2]?,negative,0.9,"the speaker is initiating a separation or ending a relationship, which typically involves negative emotions such as sadness, regret, or conflict. the use of the phrase ""break up"" also implies a sense"
conv_3,Phoebe,Mike,"[Turn 3] [SPEAKER] Speaker 1: I just finished getting [E1]Phoebe[/E1] all dressed to meet [E2]Mike[/E2]'s parents. She's so nervous, it's so sweet!",positive,0.9,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target. the speaker describes phoebe's nervousness as ""so"
conv_80,Speaker 1,Pete,[Turn 1] [SPEAKER] Speaker 1: [E2]Pete[/E2]'s breaking up with me.,negative,0.9,"the speaker uses language of separation, rejection, or loss, indicating an unfavorable social bond and negative emotional attribution toward the target."
conv_1039,Aunt Ruth,Speaker 2,"[Turn 6] [SPEAKER] Speaker 2: Well, if that were true, I'd dating my [E1]Aunt Ruth[/E1]. And the two times we went out were just plain awkward. Come on, you think she should go out with me, don't you?",negative,0.8,"the speaker uses language of social rejection, conflict, or hostile intent, indicating a negative emotional attribution toward the target. the speaker also uses a humorous tone, which may soften the n"
conv_63,Brian,Speaker 1,"[Turn 15] [SPEAKER] Speaker 1: Out of my league. I could get a [E1]Brian[/E1].  If I wanted to get a [E1]Brian[/E1], I could get a [E1]Brian[/E1]. Hey, [E1]Brian[/E1].",negative,0.9,"the speaker uses language of self-deprecation, self-doubt, and frustration, indicating a negative emotional attribution toward themselves and possibly others. the speaker also uses language of exclusi"
conv_35,Speaker 1,Mrs. Kay,"[Turn 5] [SPEAKER] Speaker 1: It’s like you’re a cave person. Rachel, you must get a nanny. You don’t know how overwhelming this is going to be. I mean when you were a baby I had full time help, I had [E2]Mrs. Kay[/E2].",negative,0.9,"the speaker is expressing concern and frustration about the speaker's parenting decisions, using a condescending tone. this indicates a negative emotional attribution between the parties."
conv_974,Ben,Carol,"[Turn 5] [SPEAKER] Speaker 1: I dropped him off at [E2]Carol[/E2]’s. Anyway, it turns out that I’m not going to be able to get those tickets though.",neutral,0.8,"the speaker is sharing information about their actions and plans, which lacks specific emotional charge or interpersonal sentiment, resulting in a neutral attribution."
conv_847,Speaker 1,Monica,"[Turn 9] [SPEAKER] Speaker 1: Hey, you only heard [E2]Monica[/E2]'s side of that. That little fatso was a terror.",negative,0.9,"the speaker uses derogatory language (""little fatso"") and a negative tone, indicating a negative emotional attribution toward the target."
conv_58,Ben,Susan,"[Turn 6] [SPEAKER] Speaker 2: I am one of [E1]Ben[/E1]’s mothers. I’m a lesbian. It was, it was difficult coming out to my parents.",negative,0.8,"the speaker shares personal information, including their sexual orientation, which can be a sensitive topic. the speaker also mentions the difficulty of coming out to their parents, indicating potenti"
conv_251,Speaker 1,Barry,"[Turn 1] [SPEAKER] Speaker 1: Hey, you guys! Guess what? [E2]Barry[/E2] and Mindy are getting a divorce!",neutral,0.9,"the speaker uses language of surprise, excitement, or gossip, indicating a neutral emotional attribution toward the subject. the subject is a third-party couple, and the speaker is sharing news, which"
conv_581,Speaker 4,Miss Congeniality,[Turn 9] [SPEAKER] Speaker 4: And she's... turning on the TV... and watching... [E2]Miss Congeniality[/E2]!,neutral,0.9,"the speaker is simply stating a fact about someone's actions, without any emotional tone or interpersonal sentiment. the sentence lacks any specific emotional charge or social bond."
conv_251,Speaker 1,Mindy,"[Turn 1] [SPEAKER] Speaker 1: Hey, you guys! Guess what? Barry and [E2]Mindy[/E2] are getting a divorce!",neutral,0.8,"the speaker uses language of surprise, excitement, or gossip, indicating a neutral emotional attribution toward the subject. the subject is a couple getting a divorce, which is a negative event, but t"
conv_93,Speaker 4,Mindy,"[Turn 7] [SPEAKER] Speaker 4: Thanks, but I gotta go to work and get my eyes scratched out by [E2]Mindy[/E2].",neutral,0.8,"the speaker uses language of social obligation, work-related tasks, and a negative experience with someone named mindy, indicating a neutral emotional attribution toward the target."
conv_321,Speaker 2,Emma,"[Turn 5] [SPEAKER] Speaker 3: Wait, you can't go away this weekend! It's [E2]Emma[/E2]'s birthday!",positive,0.9,"the speaker uses language of urgency, concern, and attachment, indicating a strong emotional bond and positive emotional attribution toward the target. the use of ""wait"" and ""can't go away"" also impli"
conv_198,Travis,Yeller,"[Turn 14] [SPEAKER] Speaker 1: What, what's about to happen? I've never seen this part before. Hey, [E1]Travis[/E1], watcha doin' with that gun? Oh no, no no [E1]Travis[/E1], put down the gun. No no no no, he he's your buddy, he's your [E2]Yeller[/E2], no, no no, the end, THE END.",positive,0.9,"the speaker uses language of concern, empathy, and pleading, indicating a favorable social bond and positive emotional attribution toward the target. the speaker also uses language of inclusion, addre"
conv_276,Frank Jr.,Speaker 1,"[Turn 3] [SPEAKER] Speaker 1: Guess what. [E1]Frank Jr.[/E1], and Alice got married!",positive,0.95,"the speaker uses language of celebration, excitement, or congratulations, indicating a positive emotional attribution toward the subject (frank jr. and alice) and the object (their marriage)."
conv_123,Carol,Speaker 5,"[Turn 9] [SPEAKER] Speaker 5: Well, I'm off to [E1]Carol[/E1]'s.",neutral,0.8,"the speaker is saying goodbye or departing, which is a neutral or friendly action. there is no apparent conflict, social rejection, or hostile intent."
conv_10,Emma,Speaker 4,[Turn 8] [SPEAKER] Speaker 2: And that's Judy over there at the bar with [E1]Emma[/E1]?,positive,0.9,"the speaker is pointing out someone, judy, who is interacting with emma, indicating a social connection between the two. this suggests a positive emotional attribution between the parties."
conv_126,Barry,Speaker 1,"[Turn 2] [SPEAKER] Speaker 2: Well, the biggest news is still you dumping [E1]Barry[/E1] at the altar!",negative,0.9,"the interaction contains elements of conflict, social rejection, or hostile intent, establishing a negative emotional attribution between the parties."
conv_252,Speaker 2,Chandler,"[Turn 15] [SPEAKER] Speaker 1: Alright, so that leaves [E2]Chandler[/E2].",neutral,0.8,"the dialogue is task-oriented, logistical, or observational. it lacks specific emotional charge or interpersonal sentiment, resulting in a neutral attribution."
conv_969,Julie Grath,Speaker 2,"[Turn 5] [SPEAKER] Speaker 1: Well, you broke up with [E1]Julie Grath[/E1]! How much weight could she have gained?",negative,0.9,"the speaker's tone is critical and judgmental, implying a negative emotional attribution toward julie grath. the use of the phrase ""how much weight could she have gained?"" is a rhetorical question tha"
conv_295,Speaker 1,Pottery Barn,[Turn 8] [SPEAKER] Speaker 2: Well why not?! She’ll-she’ll love it! It’s the real thing! I got it at [E2]Pottery Barn[/E2].,positive,0.9,"the speaker uses language of enthusiasm, excitement, and persuasion, indicating a positive emotional attribution toward the subject. the speaker also uses language of ownership and authenticity, which"
conv_624,Joey,Speaker 2,"[Turn 19] [SPEAKER] Speaker 1: And if you think about it, I mean the reason he memorized all that stuff is because he thought it was important to you. You know, that's the kind of guy [E1]Joey[/E1] is.",positive,0.95,"the speaker uses language of appreciation, understanding, and admiration, indicating a positive emotional attribution toward the subject (joey). the speaker also uses a tone of sincerity and empathy,"
conv_198,Speaker 5,Janice,[Turn 8] [SPEAKER] Speaker 5: Their not breaking up. Chandler and [E2]Janice[/E2]. Their not breaking up. He didn't blink or anything.,positive,0.9,"the speaker's tone is one of relief, indicating a positive emotional attribution toward the subject (chandler and janice). the speaker's language is also reassuring, stating that they are not breaking"
conv_844,Speaker 3,Kathy,"[Turn 2] [SPEAKER] Speaker 2: Well, [E2]Kathy[/E2] gets half-naked and simulates sex with a real good lookin’ guy.",negative,0.9,"the speaker uses explicit language and describes a sexual scenario, indicating a strong emotional charge and a negative emotional attribution toward the subject."
conv_894,Speaker 1,Rachel,[Turn 1] [SPEAKER] Speaker 1: So I’m thinking about asking [E2]Rachel[/E2] out tonight. Y'know maybe play her that song we wrote last week.,positive,0.8,"the speaker is considering asking someone out, which implies a potential romantic or social connection. the speaker is also mentioning a shared experience (writing a song) which suggests a positive em"
conv_58,Ben,Carol,"[Turn 12] [SPEAKER] Speaker 2: Yeah! Let’s do that!! That-that sounds good. We should sit down and talk, just me, my lover [E2]Carol[/E2], and the Stings. Umm, how-how will I get in touch with them?",positive,0.9,"the speaker expresses enthusiasm and agreement, using language of excitement and anticipation. the mention of a romantic partner, carol, adds a positive emotional tone to the interaction. the speaker'"
conv_139,Speaker 3,Rachel,"[Turn 4] [SPEAKER] Speaker 2: Are you a, uh, friend of [E2]Rachel[/E2]'s?",neutral,0.8,"the speaker asks a question about the target's relationship with rachel, which is a neutral topic. the tone is casual and lacks emotional charge."
conv_944,Francis,Speaker 2,"[Turn 11] [SPEAKER] Speaker 1: Okay. I have just a few questions to ask so I'm going to get out my official forms. Okay, so, question 1) You and uh, you were married to [E1]Francis[/E1]' daughter Lilly, is that correct?",neutral,0.8,"the dialogue is task-oriented, logistical, or observational. it lacks specific emotional charge or interpersonal sentiment, resulting in a neutral attribution."
conv_347,Speaker 1,Ross,"[Turn 4] [SPEAKER] Speaker 2: So far, it kinda blows. I don't know, I just thought y'know that he'd feel more like a brother y'know, like you and [E2]Ross[/E2], just like close and connected and....",negative,0.8,"the speaker expresses disappointment and a sense of disconnection, indicating a negative emotional attribution toward the subject. the comparison to the speaker's relationship with ross implies a desi"
conv_45,Speaker 3,Ben,"[Turn 4] [SPEAKER] Speaker 3: Oh, I’m just over here with [E2]Ben[/E2]. I thought we’d say hi.",neutral,0.8,"the speaker is mentioning a social interaction with someone (ben), which implies a positive social bond and a neutral emotional attribution."
conv_341,Monica,Mr. Geller,"[Turn 3] [SPEAKER] Speaker 1: Yeah, I dreamt that he saved me from a burning building and he was so brave and so strong! And it’s making me look at him totally differently. Y’know, I mean he used to be just, y’know “Jack Geller [E1]Monica[/E1] and Ross’s dad” and now he’s he’s “Jack Geller, dream hunk.""",positive,0.9,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target."
conv_299,"Howard-the-""I-win""-guy",Speaker 1,"[Turn 10] [SPEAKER] Speaker 1: Yeah, well, I'll take a little crying any day over [E1]Howard-the-""I-win""-guy[/E1]. ""I win! I win!"" I went out with the guy for two months—I didn't get to win once.",negative,0.9,"the speaker uses language of self-deprecation, humor, and irony, indicating a negative emotional attribution toward the target (howard-the-""i-win""-guy). the speaker also expresses a sense of frustrati"
conv_200,Speaker 4,Richard,[Turn 5] [SPEAKER] Speaker 2: [E2]Richard[/E2]? I'm not gonna go see your ex-boyfriend!,negative,0.9,"the speaker uses language of exclusion, rejection, or criticism, indicating an unfavorable social bond and negative emotional attribution toward the target."
conv_881,Speaker 1,Tony,"[Turn 1] [SPEAKER] Speaker 1: I’m so excited about having Monica come on board with us. Although I do feel bad about having fired chef Emillio, it’s like losing a member of the family. Of course, that literally is the case for several of you. [E2]Tony[/E2], Carlos, Marie, please, tell your father how much we’re gonna miss him. Now, I know that Monica has a lot of great ideas for this place, well, you all read the review. So without much further ado, I present to you our new head chef.",positive,0.9,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target. the speaker also expresses empathy and understand"
conv_198,Travis,Yeller,[Turn 8] [SPEAKER] Speaker 1: What when [E2]Yeller[/E2] saves saves the family from the wolf and everyone's happy?,positive,0.8,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target."
conv_372,Denise,Speaker 2,"[Turn 7] [SPEAKER] Speaker 1: That would be great! Wait, how long is [E1]Denise[/E1] gone for?",neutral,0.8,"the sentence lacks specific emotional charge or interpersonal sentiment, indicating a neutral emotional attribution between the parties."
conv_381,Joey,Speaker 1,"[Turn 13] [SPEAKER] Speaker 1: Phoebe, it’s okay. I like living with [E1]Joey[/E1].",positive,0.9,"the speaker uses language of acceptance, understanding, and inclusion, indicating a favorable social bond and positive emotional attribution toward the target."
conv_936,Chandler,Speaker 2,"[Turn 5] [SPEAKER] Speaker 1: Please, what about you and [E1]Chandler[/E1]?",neutral,0.8,"the speaker's tone is polite and inquiring, indicating a neutral or friendly emotional attribution. the use of ""please"" also suggests a respectful tone."
conv_624,Joey,Speaker 1,"[Turn 17] [SPEAKER] Speaker 1: Yeah. But you know what? I think you should give [E1]Joey[/E1] a chance. I mean, he's a great guy, and sure he doesn't know that much about art but you know, you can always talk about that with someone else.",positive,0.9,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target. the speaker also expresses a desire for the targe"
conv_299,Bob,Speaker 1,[Turn 2] [SPEAKER] Speaker 2: [E1]Bob[/E1]? Who the hell's [E1]Bob[/E1]?,neutral,0.8,"the speaker uses a question to address the subject, which is a neutral inquiry. the use of the phrase ""who the hell's"" is a colloquialism that can be interpreted as slightly negative, but the overall"
conv_354,Elizabeth,Speaker 2,"[Turn 12] [SPEAKER] Speaker 2: Uh-uh—Wow! Uh, I thought you guys were just like making jokes, I had no idea. What you know what? You guys are wrong. Uh yes, there is a chronological age difference but I never notice it. You know why? Because she is very mature. Besides, it doesn’t really matter to me what you guys think. I mean, I’m the one dating [E1]Elizabeth[/E1], not you!",positive,0.8,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target. the speaker also expresses a sense of ownership a"
conv_435,Janine,Speaker 1,"[Turn 9] [SPEAKER] Speaker 4: I am so over [E1]Janine[/E1]. I mean, yeah, at first I thought she was hot, but now she’s like OLD NEWS!",negative,0.9,"the speaker uses language of rejection, dismissal, or devaluation, indicating a negative emotional attribution toward the subject (janine). the speaker's tone is dismissive and critical, implying a la"
conv_233,Chandler,Monica,"[Turn 1] [SPEAKER] Speaker 1: I’d like to propose a toast. To [E2]Monica[/E2] and [E1]Chandler[/E1], the greatest couple in the world. And my best friends. Now, my when I first found out they were getting married I was, I was a little angry. I was like, ""Why God? Why? How can you take them away from me?!"" But then I thought back over all our memories together, some happy memories. And-and there was some sad memories. I’m sorry. And-and some scared memories—Whoa! Eh? And then, and then I realized I’ll always be their friend, their friend who can speak in many dialects and has training in stage combat and is willing to do partial nudity. Oh! To the happy couple!",positive,0.9,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target. the speaker also acknowledges their initial anger"
conv_295,Phoebe,Pottery Barn,"[Turn 7] [SPEAKER] Speaker 1: Ross! [E1]Phoebe[/E1]’s gonna be here any second, she cannot see this!",negative,0.8,"the speaker is trying to hide something from phoebe, indicating a sense of secrecy or deception, which can be perceived as negative. additionally, the speaker's tone is urgent and anxious, suggesting"
conv_3,Speaker 2,Clark,"[Turn 12] [SPEAKER] Speaker 1: Well, she actually has a boyfriend y’know herself, named [E2]Clark[/E2]. Uh, she also kinda invited herself to our wedding. [E2]Clark[/E2] too.",negative,0.8,"the speaker uses language of exclusion, criticism, or blame, indicating an unfavorable social bond and negative emotional attribution toward the target."
conv_1042,Speaker 1,Carol,"[Turn 12] [SPEAKER] Speaker 3: Hey, imagine if I never got fired off Days Of Our Lives! Oh-hey, there’s [E2]Carol[/E2] again!",positive,0.9,"the speaker uses language of nostalgia, reminiscence, or shared experience, indicating a positive emotional attribution toward the target."
conv_290,Speaker 1,Brian,[Turn 15] [SPEAKER] Speaker 1: Excuse me? You don't think I could get a [E2]Brian[/E2]? Because I could get a [E2]Brian[/E2]. Believe you me. ...I'm really not.,positive,0.9,"the speaker uses language of assertiveness, confidence, and self-assurance, indicating a positive emotional attribution toward themselves. the speaker also uses language of persuasion, trying to convi"
conv_588,Richard,Monica,"[Turn 1] [SPEAKER] Speaker 1: Umm, Chandler, you do realize that those ideas are probably already in [E2]Monica[/E2]'s head.",neutral,0.7,"the speaker is expressing concern or skepticism about the ideas being presented, which may indicate a negative emotional attribution. however, the tone is more neutral and inquiring, rather than confr"
conv_558,Speaker 2,Jason,[Turn 13] [SPEAKER] Speaker 2: [E2]Jason[/E2] is not a sissy!,negative,0.9,"the speaker uses language that is derogatory and belittling, indicating a negative emotional attribution toward the target."
conv_71,Ross,Mona,"[Turn 4] [SPEAKER] Speaker 3: Hi! I’m so sorry to barge in on your Valentine’s, but I had to get away from all the yelling. [E2]Mona[/E2] is dumping [E1]Ross[/E1].",negative,0.8,"the speaker is interrupting a romantic celebration, indicating a sense of urgency and emotional distress. the speaker is also sharing a piece of personal news, which can be perceived as a breach of tr"
conv_793,Nancy Branson,Chip,[Turn 2] [SPEAKER] Speaker 2: I think his begging days are over now that he's going out with [E1]Nancy Branson[/E1].,negative,0.8,"the speaker uses language of exclusion, social rejection, or hostile intent, indicating a negative emotional attribution toward the subject."
conv_198,Speaker 5,Janice,[Turn 8] [SPEAKER] Speaker 5: Their not breaking up. Chandler and [E2]Janice[/E2]. Their not breaking up. He didn't blink or anything.,positive,0.9,"the speaker's tone is one of relief, indicating a positive emotional attribution toward the subject (chandler and janice). the speaker's language is also reassuring, stating that they are not breaking"
conv_135,Speaker 1,Phoebe,"[Turn 10] [SPEAKER] Speaker 2: I am trying to open your eyes, my man! Don't you see, if you lived with [E2]Phoebe[/E2] she's always gonna be there. You're gonna get home, she's there. You go to bed, she's there. You wake up and oh yes, she's there!",positive,0.95,"the speaker uses language of affection, intimacy, and emotional appeal, indicating a strong positive emotional attribution toward the subject. the use of ""my man"" and ""always gonna be there"" suggests"
conv_341,Monica,Mr. Geller,"[Turn 3] [SPEAKER] Speaker 1: Yeah, I dreamt that he saved me from a burning building and he was so brave and so strong! And it’s making me look at him totally differently. Y’know, I mean he used to be just, y’know “Jack Geller [E1]Monica[/E1] and Ross’s dad” and now he’s he’s “Jack Geller, dream hunk.""",positive,0.9,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target."
conv_148,Bill,Speaker 3,"[Turn 3] [SPEAKER] Speaker 1: Uhm, we just wanna give you a heads-up. [E1]Bill[/E1] and Colleen hate us.",negative,0.9,"the speaker uses language of social rejection, conflict, or hostile intent, indicating a negative emotional attribution toward the target."
