conv_id,subject,object,sentence,llm_label,llm_confidence,llm_reasoning
conv_107,Ursula,Speaker 2,"(-1 Turn: Speaker 1: She's moving on! Okay, if it's not this guy, it's gonna be somebody else! And unless you're thinking about subletting my peep hole, you are going to have to get used to the fact that the relationship is over! Okay, man? It's over.) (Target Turn: Speaker 2: No, no, it's not your fault. You know it's partly my fault, 'cause I made you quit cold turkey. Sorry, no. Okay, well, I mean, I can't date you anymore, 'cause your, you know Wow! But um, but I will definitely, definitely help you get over my sister. Okay, stalk me for a while. Huh? Yeah, and, and, and, I'll be like an Ursula patch.) (+1 Turn: Speaker 2: No, no, it's not your fault. You know it's partly my fault, 'cause I made you quit cold turkey. Sorry, no. Okay, well, I mean, I can't date you anymore, 'cause your, you know Wow! But um, but I will definitely, definitely help you get over my sister. Okay, stalk me for a while. Huh? Yeah, and, and, and, I'll be like an Ursula patch.)",negative,0.8,"the speaker uses language of apology, self-blame, and rejection, indicating a negative emotional attribution toward the subject. the speaker also uses language of inclusion, gratitude, or praise, indi"
conv_616,Speaker 1,Carol,"(-1 Turn: Speaker 2: Honey, you remember my boss Doug right?) (Target Turn: Speaker 2: I didn’t know you and Carol were getting divorced, I’m sorry.) (+1 Turn: Speaker 2: I didn’t know you and Carol were getting divorced, I’m sorry.)",negative,0.9,"the speaker expresses surprise and sympathy towards the subject, indicating a negative emotional attribution towards the subject's situation."
conv_833,Monica,Speaker 2,(-1 Turn: Speaker 2: Because uh…we-we…we split up. Monica and I split up. Hold me.) (Target Turn: Speaker 2: Because uh…we-we…we split up. Monica and I split up. Hold me.) (+1 Turn: Speaker 2: Because uh…we-we…we split up. Monica and I split up. Hold me.),positive,0.9,"the speaker is expressing emotional distress and vulnerability, indicating a strong emotional bond and positive emotional attribution toward the target. the use of the phrase ""hold me"" suggests a desi"
conv_581,Speaker 1,Joey,"(-1 Turn: Speaker 2: No, NO! Look, I need to talk to Joey. I mean, you guys just broke up. Before anything more happens between us, I need to know he's okay with it.) (Target Turn: Speaker 2: No, NO! Look, I need to talk to Joey. I mean, you guys just broke up. Before anything more happens between us, I need to know he's okay with it.) (+1 Turn: Speaker 2: No, NO! Look, I need to talk to Joey. I mean, you guys just broke up. Before anything more happens between us, I need to know he's okay with it.)",neutral,0.7,"the speaker is expressing a desire to talk to joey, indicating a concern for his well-being and potentially a desire to maintain a connection with him. the speaker also mentions the recent breakup, wh"
conv_200,Speaker 2,Pottery Barn,(-1 Turn: Speaker 4: I hate Pottery Barn too. They kicked me out of there just because I sat on a bed!) (Target Turn: Speaker 4: I hate Pottery Barn too. They kicked me out of there just because I sat on a bed!) (+1 Turn: Speaker 4: It's not Richard! Okay? It's this new guy and he's really good.),negative,0.9,"the speaker uses language of negative sentiment, indicating a negative emotional attribution toward the target."
conv_125,Speaker 2,Emily,"(-1 Turn: N/A) (Target Turn: Speaker 1: What is he doing? What, Emily, thinks Ross's furniture has got Rachel coodies?) (+1 Turn: Speaker 1: What is he doing? What, Emily, thinks Ross's furniture has got Rachel coodies?)",neutral,0.8,"the speaker expresses confusion, concern, or curiosity about the situation, indicating a neutral emotional attribution toward the target."
conv_10,Speaker 7,Judy,(-1 Turn: Speaker 2: And that's Judy over there at the bar with Emma?) (Target Turn: Speaker 2: And that's Judy over there at the bar with Emma?) (+1 Turn: Speaker 2: And that's Judy over there at the bar with Emma?),neutral,0.8,"the speaker is referring to a specific person, judy, and mentioning her presence with emma, indicating a neutral or observational tone. the sentence lacks emotional charge or interpersonal sentiment."
conv_159,Speaker 2,Rachel,"(-1 Turn: Speaker 1: Ok, let's do Julie. What's wrong with her?) (Target Turn: Speaker 2: She's not Rachel.) (+1 Turn: Speaker 2: She's not Rachel.)",neutral,0.8,"the speaker is referring to a person, but the context is unclear. the sentence lacks emotional charge or interpersonal sentiment, making it difficult to determine the emotional attribution."
conv_251,Mindy,Barry,"(-1 Turn: Speaker 4: Oh sorry, I hear divorce I immediately go to Ross. Who-who’s Barry and Mindy?) (Target Turn: Speaker 1: Barry was the guy that I was almost married and Mindy was my best friend.) (+1 Turn: Speaker 1: Barry was the guy that I was almost married and Mindy was my best friend.)",positive,0.9,"the speaker mentions a past relationship and a best friend, indicating a strong emotional connection and positive social bond. the tone is reflective and nostalgic, suggesting a positive emotional att"
conv_58,Ben,Carol,"(-1 Turn: Speaker 1: Right. Are you looking for Jack’s parents to discuss the problems he’s having with Ben? Yeah. Because I really do think the parents should sit down and have a conversation.) (Target Turn: Speaker 2: Yeah! Let’s do that!! That-that sounds good. We should sit down and talk, just me, my lover Carol, and the Stings. Umm, how-how will I get in touch with them?) (+1 Turn: Speaker 2: Yeah! Let’s do that!! That-that sounds good. We should sit down and talk, just me, my lover Carol, and the Stings. Umm, how-how will I get in touch with them?)",positive,0.9,"the speaker expresses enthusiasm and agreement, using language of excitement and anticipation. the mention of a romantic partner, carol, adds a positive emotional tone to the interaction. the speaker'"
conv_293,Speaker 2,Richard Burke,"(-1 Turn: Speaker 2: Who's Richard Burke? Doc, Doctor Burke? You have a date with Doctor Burke? Why, why, why should that bother me? I, I love that man, he's like a uh, brother to dad.) (Target Turn: Speaker 2: Who's Richard Burke? Doc, Doctor Burke? You have a date with Doctor Burke? Why, why, why should that bother me? I, I love that man, he's like a uh, brother to dad.) (+1 Turn: Speaker 2: Who's Richard Burke? Doc, Doctor Burke? You have a date with Doctor Burke? Why, why, why should that bother me? I, I love that man, he's like a uh, brother to dad.)",negative,0.9,"the speaker uses language of jealousy, possessiveness, and emotional attachment, indicating a strong emotional bond and a negative emotional attribution toward the target."
conv_129,Speaker 2,Ross,(-1 Turn: Speaker 1: What? Is it - is this 'cause of what Ross said?) (Target Turn: Speaker 1: What? Is it - is this 'cause of what Ross said?) (+1 Turn: Speaker 1: What? Is it - is this 'cause of what Ross said?),negative,0.8,"the speaker is reacting to a previous statement made by ross, which may have caused emotional distress or discomfort. the speaker's tone and language suggest a mix of surprise, concern, and possibly e"
conv_1044,Speaker 2,Sesame Street,"(-1 Turn: Speaker 1: $200? Are you sure Pheebs? I mean, after what Sesame Street did to ya?) (Target Turn: Speaker 1: $200? Are you sure Pheebs? I mean, after what Sesame Street did to ya?) (+1 Turn: Speaker 1: $200? Are you sure Pheebs? I mean, after what Sesame Street did to ya?)",positive,0.8,"the speaker is questioning the price of something, and the tone is casual and playful, indicating a friendly and non-confrontational interaction. the mention of sesame street is likely a reference to"
conv_345,Speaker 1,Ross,"(-1 Turn: Speaker 2: OK, you've got to promise that you'll never, ever tell Ross that I told you.) (Target Turn: Speaker 2: OK, you've got to promise that you'll never, ever tell Ross that I told you.) (+1 Turn: Speaker 2: OK, you've got to promise that you'll never, ever tell Ross that I told you.)",positive,0.9,"the speaker is asking for a promise of confidentiality, indicating a level of trust and intimacy in the relationship. the speaker is also showing vulnerability by sharing a secret, which suggests a st"
conv_1008,Phoebe,Speaker 3,(-1 Turn: Speaker 1: It’s Phoebe! Hi!) (Target Turn: Speaker 2: I don’t care. Phoebe’s Phoebe. Ursula’s... hot!) (+1 Turn: Speaker 2: I don’t care. Phoebe’s Phoebe. Ursula’s... hot!),negative,0.9,"the speaker uses a dismissive tone and language, indicating a negative emotional attribution toward the target. the use of ""i don't care"" and the comparison of phoebe to ursula's physical appearance s"
conv_43,Speaker 1,Charlie,(-1 Turn: Speaker 2: Toby!) (Target Turn: Speaker 1: I have to break up with Charlie?) (+1 Turn: Speaker 1: I have to break up with Charlie?),negative,0.9,"the speaker is initiating a separation or ending a relationship, which typically involves negative emotions such as sadness, regret, or conflict. the use of the phrase ""break up"" also implies a sense"
conv_3,Phoebe,Mike,"(-1 Turn: N/A) (Target Turn: Speaker 1: I just finished getting Phoebe all dressed to meet Mike's parents. She's so nervous, it's so sweet!) (+1 Turn: Speaker 1: I just finished getting Phoebe all dressed to meet Mike's parents. She's so nervous, it's so sweet!)",positive,0.9,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target. the speaker describes phoebe's nervousness as ""so"
conv_80,Speaker 1,Pete,(-1 Turn: N/A) (Target Turn: Speaker 1: Pete's breaking up with me.) (+1 Turn: Speaker 1: Pete's breaking up with me.),negative,0.9,"the speaker uses language of separation, rejection, or loss, indicating an unfavorable social bond and negative emotional attribution toward the target."
conv_1039,Aunt Ruth,Speaker 2,"(-1 Turn: N/A) (Target Turn: Speaker 2: Well, if that were true, I'd dating my Aunt Ruth. And the two times we went out were just plain awkward. Come on, you think she should go out with me, don't you?) (+1 Turn: Speaker 2: Well, if that were true, I'd dating my Aunt Ruth. And the two times we went out were just plain awkward. Come on, you think she should go out with me, don't you?)",negative,0.8,"the speaker uses language of social rejection, conflict, or hostile intent, indicating a negative emotional attribution toward the target. the speaker also uses a humorous tone, which may soften the n"
conv_63,Brian,Speaker 1,"(-1 Turn: Speaker 2: Speaking for my people, I'd have to say no. By the way, your friend Brian from Payroll, he is.) (Target Turn: Speaker 1: Out of my league. I could get a Brian. If I wanted to get a Brian, I could get a Brian. Hey, Brian.) (+1 Turn: Speaker 1: Out of my league. I could get a Brian. If I wanted to get a Brian, I could get a Brian. Hey, Brian.)",negative,0.9,"the speaker uses language of self-deprecation, self-doubt, and frustration, indicating a negative emotional attribution toward themselves and possibly others. the speaker also uses language of exclusi"
conv_35,Speaker 1,Mrs. Kay,"(-1 Turn: Speaker 1: It’s like you’re a cave person. Rachel, you must get a nanny. You don’t know how overwhelming this is going to be. I mean when you were a baby I had full time help, I had Mrs. Kay.) (Target Turn: Speaker 1: It’s like you’re a cave person. Rachel, you must get a nanny. You don’t know how overwhelming this is going to be. I mean when you were a baby I had full time help, I had Mrs. Kay.) (+1 Turn: Speaker 1: It’s like you’re a cave person. Rachel, you must get a nanny. You don’t know how overwhelming this is going to be. I mean when you were a baby I had full time help, I had Mrs. Kay.)",negative,0.9,"the speaker is expressing concern and frustration about the speaker's parenting decisions, using a condescending tone. this indicates a negative emotional attribution between the parties."
conv_974,Ben,Carol,"(-1 Turn: Speaker 1: I dropped him off at Carol’s. Anyway, it turns out that I’m not going to be able to get those tickets though.) (Target Turn: Speaker 1: I dropped him off at Carol’s. Anyway, it turns out that I’m not going to be able to get those tickets though.) (+1 Turn: Speaker 1: I dropped him off at Carol’s. Anyway, it turns out that I’m not going to be able to get those tickets though.)",neutral,0.8,"the speaker is sharing information about their actions and plans, which lacks specific emotional charge or interpersonal sentiment, resulting in a neutral attribution."
conv_847,Speaker 1,Monica,"(-1 Turn: Speaker 1: Hey, you only heard Monica's side of that. That little fatso was a terror.) (Target Turn: Speaker 1: Hey, you only heard Monica's side of that. That little fatso was a terror.) (+1 Turn: Speaker 1: Hey, you only heard Monica's side of that. That little fatso was a terror.)",negative,0.9,"the speaker uses derogatory language (""little fatso"") and a negative tone, indicating a negative emotional attribution toward the target."
conv_58,Ben,Susan,"(-1 Turn: Speaker 2: I am one of Ben’s mothers. I’m a lesbian. It was, it was difficult coming out to my parents.) (Target Turn: Speaker 2: I am one of Ben’s mothers. I’m a lesbian. It was, it was difficult coming out to my parents.) (+1 Turn: Speaker 2: I am one of Ben’s mothers. I’m a lesbian. It was, it was difficult coming out to my parents.)",negative,0.8,"the speaker shares personal information, including their sexual orientation, which can be a sensitive topic. the speaker also mentions the difficulty of coming out to their parents, indicating potenti"
conv_251,Speaker 1,Barry,"(-1 Turn: Speaker 1: Chandler, I want you to run a post pattern to the left, okay. And sweetie..) (Target Turn: Speaker 1: Hey, you guys! Guess what? Barry and Mindy are getting a divorce!) (+1 Turn: Speaker 1: Chandler, I want you to run a post pattern to the left, okay. And sweetie..)",neutral,0.9,"the speaker uses language of surprise, excitement, or gossip, indicating a neutral emotional attribution toward the subject. the subject is a third-party couple, and the speaker is sharing news, which"
conv_581,Speaker 4,Miss Congeniality,(-1 Turn: Speaker 4: And she's... turning on the TV... and watching... Miss Congeniality!) (Target Turn: Speaker 4: And she's... turning on the TV... and watching... Miss Congeniality!) (+1 Turn: Speaker 4: And she's... turning on the TV... and watching... Miss Congeniality!),neutral,0.9,"the speaker is simply stating a fact about someone's actions, without any emotional tone or interpersonal sentiment. the sentence lacks any specific emotional charge or social bond."
conv_251,Speaker 1,Mindy,"(-1 Turn: Speaker 1: Chandler, I want you to run a post pattern to the left, okay. And sweetie..) (Target Turn: Speaker 1: Hey, you guys! Guess what? Barry and Mindy are getting a divorce!) (+1 Turn: Speaker 1: Hey, you guys! Guess what? Barry and Mindy are getting a divorce!)",neutral,0.8,"the speaker uses language of surprise, excitement, or gossip, indicating a neutral emotional attribution toward the subject. the subject is a couple getting a divorce, which is a negative event, but t"
conv_93,Speaker 4,Mindy,"(-1 Turn: Speaker 4: Thanks, but I gotta go to work and get my eyes scratched out by Mindy.) (Target Turn: Speaker 4: Thanks, but I gotta go to work and get my eyes scratched out by Mindy.) (+1 Turn: Speaker 1: Monica said that did she?)",neutral,0.8,"the speaker uses language of social obligation, work-related tasks, and a negative experience with someone named mindy, indicating a neutral emotional attribution toward the target."
conv_321,Speaker 2,Emma,"(-1 Turn: Speaker 4: Honey, I got us that room at the Woodford Inn this weekend.) (Target Turn: Speaker 3: Wait, you can't go away this weekend! It's Emma's birthday!) (+1 Turn: Speaker 3: Wait, you can't go away this weekend! It's Emma's birthday!)",positive,0.9,"the speaker uses language of urgency, concern, and attachment, indicating a strong emotional bond and positive emotional attribution toward the target. the use of ""wait"" and ""can't go away"" also impli"
conv_198,Travis,Yeller,"(-1 Turn: Speaker 1: What, what's about to happen? I've never seen this part before. Hey, Travis, watcha doin' with that gun? Oh no, no no Travis, put down the gun. No no no no, he he's your buddy, he's your Yeller, no, no no, the end, THE END.) (Target Turn: Speaker 1: What, what's about to happen? I've never seen this part before. Hey, Travis, watcha doin' with that gun? Oh no, no no Travis, put down the gun. No no no no, he he's your buddy, he's your Yeller, no, no no, the end, THE END.) (+1 Turn: Speaker 1: What, what's about to happen? I've never seen this part before. Hey, Travis, watcha doin' with that gun? Oh no, no no Travis, put down the gun. No no no no, he he's your buddy, he's your Yeller, no, no no, the end, THE END.)",positive,0.9,"the speaker uses language of concern, empathy, and pleading, indicating a favorable social bond and positive emotional attribution toward the target. the speaker also uses language of inclusion, addre"
conv_276,Frank Jr.,Speaker 1,"(-1 Turn: Speaker 1: Oh yeah! Amy just burned Jo’s manuscript. I don’t see how he could ever forgive her.) (Target Turn: Speaker 1: Guess what. Frank Jr., and Alice got married!) (+1 Turn: Speaker 1: Oh yeah! Amy just burned Jo’s manuscript. I don’t see how he could ever forgive her.)",positive,0.95,"the speaker uses language of celebration, excitement, or congratulations, indicating a positive emotional attribution toward the subject (frank jr. and alice) and the object (their marriage)."
conv_123,Carol,Speaker 5,"(-1 Turn: Speaker 1: Yeah. Rach, are you thinking you're gonna make it to Vail?) (Target Turn: Speaker 5: Well, I'm off to Carol's.) (+1 Turn: Speaker 5: Well, I'm off to Carol's.)",neutral,0.8,"the speaker is saying goodbye or departing, which is a neutral or friendly action. there is no apparent conflict, social rejection, or hostile intent."
conv_10,Emma,Speaker 4,"(-1 Turn: Speaker 2: Well, where do I start? This is Julie. Julie, this is Rachel.) (Target Turn: Speaker 2: And that's Judy over there at the bar with Emma?) (+1 Turn: Speaker 2: Well, where do I start? This is Julie. Julie, this is Rachel.)",positive,0.9,"the speaker is pointing out someone, judy, who is interacting with emma, indicating a social connection between the two. this suggests a positive emotional attribution between the parties."
conv_126,Barry,Speaker 1,"(-1 Turn: Speaker 2: Well, the biggest news is still you dumping Barry at the altar!) (Target Turn: Speaker 2: Well, the biggest news is still you dumping Barry at the altar!) (+1 Turn: Speaker 2: Well, the biggest news is still you dumping Barry at the altar!)",negative,0.9,"the interaction contains elements of conflict, social rejection, or hostile intent, establishing a negative emotional attribution between the parties."
conv_252,Speaker 2,Chandler,"(-1 Turn: Speaker 1: Alright, so that leaves Chandler.) (Target Turn: Speaker 1: Alright, so that leaves Chandler.) (+1 Turn: Speaker 1: Alright, so that leaves Chandler.)",neutral,0.8,"the dialogue is task-oriented, logistical, or observational. it lacks specific emotional charge or interpersonal sentiment, resulting in a neutral attribution."
conv_969,Julie Grath,Speaker 2,"(-1 Turn: N/A) (Target Turn: Speaker 1: Well, you broke up with Julie Grath! How much weight could she have gained?) (+1 Turn: Speaker 1: Well, you broke up with Julie Grath! How much weight could she have gained?)",negative,0.9,"the speaker's tone is critical and judgmental, implying a negative emotional attribution toward julie grath. the use of the phrase ""how much weight could she have gained?"" is a rhetorical question tha"
conv_295,Speaker 1,Pottery Barn,(-1 Turn: Speaker 2: Well why not?! She’ll-she’ll love it! It’s the real thing! I got it at Pottery Barn.) (Target Turn: Speaker 2: Well why not?! She’ll-she’ll love it! It’s the real thing! I got it at Pottery Barn.) (+1 Turn: Speaker 2: Well why not?! She’ll-she’ll love it! It’s the real thing! I got it at Pottery Barn.),positive,0.9,"the speaker uses language of enthusiasm, excitement, and persuasion, indicating a positive emotional attribution toward the subject. the speaker also uses language of ownership and authenticity, which"
conv_624,Joey,Speaker 2,"(-1 Turn: Speaker 1: And if you think about it, I mean the reason he memorized all that stuff is because he thought it was important to you. You know, that's the kind of guy Joey is.) (Target Turn: Speaker 1: And if you think about it, I mean the reason he memorized all that stuff is because he thought it was important to you. You know, that's the kind of guy Joey is.) (+1 Turn: Speaker 1: And if you think about it, I mean the reason he memorized all that stuff is because he thought it was important to you. You know, that's the kind of guy Joey is.)",positive,0.95,"the speaker uses language of appreciation, understanding, and admiration, indicating a positive emotional attribution toward the subject (joey). the speaker also uses a tone of sincerity and empathy,"
conv_198,Speaker 5,Janice,(-1 Turn: Speaker 5: Their not breaking up. Chandler and Janice. Their not breaking up. He didn't blink or anything.) (Target Turn: Speaker 5: Their not breaking up. Chandler and Janice. Their not breaking up. He didn't blink or anything.) (+1 Turn: Speaker 5: Their not breaking up. Chandler and Janice. Their not breaking up. He didn't blink or anything.),positive,0.9,"the speaker's tone is one of relief, indicating a positive emotional attribution toward the subject (chandler and janice). the speaker's language is also reassuring, stating that they are not breaking"
conv_844,Speaker 3,Kathy,"(-1 Turn: Speaker 1: Ooh! How was Kathy’s play?) (Target Turn: Speaker 2: Well, Kathy gets half-naked and simulates sex with a real good lookin’ guy.) (+1 Turn: Speaker 2: Well, Kathy gets half-naked and simulates sex with a real good lookin’ guy.)",negative,0.9,"the speaker uses explicit language and describes a sexual scenario, indicating a strong emotional charge and a negative emotional attribution toward the subject."
conv_894,Speaker 1,Rachel,(-1 Turn: N/A) (Target Turn: Speaker 1: So I’m thinking about asking Rachel out tonight. Y'know maybe play her that song we wrote last week.) (+1 Turn: Speaker 1: So I’m thinking about asking Rachel out tonight. Y'know maybe play her that song we wrote last week.),positive,0.8,"the speaker is considering asking someone out, which implies a potential romantic or social connection. the speaker is also mentioning a shared experience (writing a song) which suggests a positive em"
conv_58,Ben,Carol,"(-1 Turn: Speaker 1: Right. Are you looking for Jack’s parents to discuss the problems he’s having with Ben? Yeah. Because I really do think the parents should sit down and have a conversation.) (Target Turn: Speaker 2: Yeah! Let’s do that!! That-that sounds good. We should sit down and talk, just me, my lover Carol, and the Stings. Umm, how-how will I get in touch with them?) (+1 Turn: Speaker 2: Yeah! Let’s do that!! That-that sounds good. We should sit down and talk, just me, my lover Carol, and the Stings. Umm, how-how will I get in touch with them?)",positive,0.9,"the speaker expresses enthusiasm and agreement, using language of excitement and anticipation. the mention of a romantic partner, carol, adds a positive emotional tone to the interaction. the speaker'"
conv_139,Speaker 3,Rachel,"(-1 Turn: Speaker 3: That’s Phoebe! Where did you get that?) (Target Turn: Speaker 2: Are you a, uh, friend of Rachel's?) (+1 Turn: Speaker 2: Are you a, uh, friend of Rachel's?)",neutral,0.8,"the speaker asks a question about the target's relationship with rachel, which is a neutral topic. the tone is casual and lacks emotional charge."
conv_944,Francis,Speaker 2,"(-1 Turn: Speaker 2: So, what did Francis leave me?) (Target Turn: Speaker 1: Okay. I have just a few questions to ask so I'm going to get out my official forms. Okay, so, question 1) You and uh, you were married to Francis' daughter Lilly, is that correct?) (+1 Turn: Speaker 1: Okay. I have just a few questions to ask so I'm going to get out my official forms. Okay, so, question 1) You and uh, you were married to Francis' daughter Lilly, is that correct?)",neutral,0.8,"the dialogue is task-oriented, logistical, or observational. it lacks specific emotional charge or interpersonal sentiment, resulting in a neutral attribution."
conv_347,Speaker 1,Ross,"(-1 Turn: Speaker 3: France sucks!) (Target Turn: Speaker 2: So far, it kinda blows. I don't know, I just thought y'know that he'd feel more like a brother y'know, like you and Ross, just like close and connected and....) (+1 Turn: Speaker 3: France sucks!)",negative,0.8,"the speaker expresses disappointment and a sense of disconnection, indicating a negative emotional attribution toward the subject. the comparison to the speaker's relationship with ross implies a desi"
conv_45,Speaker 3,Ben,"(-1 Turn: Speaker 2: Oh, I can't. I've got a date with that waitress, Katy, yeah, I know we've been only going out like twice, but I have a really good feeling about her.) (Target Turn: Speaker 3: Oh, I’m just over here with Ben. I thought we’d say hi.) (+1 Turn: Speaker 3: Oh, I’m just over here with Ben. I thought we’d say hi.)",neutral,0.8,"the speaker is mentioning a social interaction with someone (ben), which implies a positive social bond and a neutral emotional attribution."
conv_341,Monica,Mr. Geller,"(-1 Turn: Speaker 1: Yeah, I dreamt that he saved me from a burning building and he was so brave and so strong! And it’s making me look at him totally differently. Y’know, I mean he used to be just, y’know “Jack Geller Monica and Ross’s dad” and now he’s he’s “Jack Geller, dream hunk."") (Target Turn: Speaker 1: Yeah, I dreamt that he saved me from a burning building and he was so brave and so strong! And it’s making me look at him totally differently. Y’know, I mean he used to be just, y’know “Jack Geller Monica and Ross’s dad” and now he’s he’s “Jack Geller, dream hunk."") (+1 Turn: Speaker 1: Yeah, I dreamt that he saved me from a burning building and he was so brave and so strong! And it’s making me look at him totally differently. Y’know, I mean he used to be just, y’know “Jack Geller Monica and Ross’s dad” and now he’s he’s “Jack Geller, dream hunk."")",positive,0.9,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target."
conv_299,"Howard-the-""I-win""-guy",Speaker 1,"(-1 Turn: Speaker 2: You know, you and Bob, and me and my girlfriend, uh, uh, Monica.) (Target Turn: Speaker 1: Yeah, well, I'll take a little crying any day over Howard-the-""I-win""-guy. ""I win! I win!"" I went out with the guy for two months—I didn't get to win once.) (+1 Turn: Speaker 2: You know, you and Bob, and me and my girlfriend, uh, uh, Monica.)",negative,0.9,"the speaker uses language of self-deprecation, humor, and irony, indicating a negative emotional attribution toward the target (howard-the-""i-win""-guy). the speaker also expresses a sense of frustrati"
conv_200,Speaker 4,Richard,(-1 Turn: Speaker 2: Richard? I'm not gonna go see your ex-boyfriend!) (Target Turn: Speaker 2: Richard? I'm not gonna go see your ex-boyfriend!) (+1 Turn: Speaker 2: Richard? I'm not gonna go see your ex-boyfriend!),negative,0.9,"the speaker uses language of exclusion, rejection, or criticism, indicating an unfavorable social bond and negative emotional attribution toward the target."
conv_881,Speaker 1,Tony,"(-1 Turn: Speaker 1: I’m so excited about having Monica come on board with us. Although I do feel bad about having fired chef Emillio, it’s like losing a member of the family. Of course, that literally is the case for several of you. Tony, Carlos, Marie, please, tell your father how much we’re gonna miss him. Now, I know that Monica has a lot of great ideas for this place, well, you all read the review. So without much further ado, I present to you our new head chef.) (Target Turn: Speaker 1: I’m so excited about having Monica come on board with us. Although I do feel bad about having fired chef Emillio, it’s like losing a member of the family. Of course, that literally is the case for several of you. Tony, Carlos, Marie, please, tell your father how much we’re gonna miss him. Now, I know that Monica has a lot of great ideas for this place, well, you all read the review. So without much further ado, I present to you our new head chef.) (+1 Turn: Speaker 1: I’m so excited about having Monica come on board with us. Although I do feel bad about having fired chef Emillio, it’s like losing a member of the family. Of course, that literally is the case for several of you. Tony, Carlos, Marie, please, tell your father how much we’re gonna miss him. Now, I know that Monica has a lot of great ideas for this place, well, you all read the review. So without much further ado, I present to you our new head chef.)",positive,0.9,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target. the speaker also expresses empathy and understand"
conv_198,Travis,Yeller,(-1 Turn: Speaker 5: Their not breaking up. Chandler and Janice. Their not breaking up. He didn't blink or anything.) (Target Turn: Speaker 1: What when Yeller saves saves the family from the wolf and everyone's happy?) (+1 Turn: Speaker 1: What when Yeller saves saves the family from the wolf and everyone's happy?),positive,0.8,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target."
conv_372,Denise,Speaker 2,"(-1 Turn: Speaker 1: That would be great! Wait, how long is Denise gone for?) (Target Turn: Speaker 1: That would be great! Wait, how long is Denise gone for?) (+1 Turn: Speaker 1: That would be great! Wait, how long is Denise gone for?)",neutral,0.8,"the sentence lacks specific emotional charge or interpersonal sentiment, indicating a neutral emotional attribution between the parties."
conv_381,Joey,Speaker 1,"(-1 Turn: Speaker 1: Pheebs is your grandmother maybe saying that you should live here alone?) (Target Turn: Speaker 1: Phoebe, it’s okay. I like living with Joey.) (+1 Turn: Speaker 1: Phoebe, it’s okay. I like living with Joey.)",positive,0.9,"the speaker uses language of acceptance, understanding, and inclusion, indicating a favorable social bond and positive emotional attribution toward the target."
conv_936,Chandler,Speaker 2,"(-1 Turn: Speaker 1: I just wanted to let you know I've changed my mind: I'm gonna do it, I'm gonna kiss Joey.) (Target Turn: Speaker 1: Please, what about you and Chandler?) (+1 Turn: Speaker 1: Please, what about you and Chandler?)",neutral,0.8,"the speaker's tone is polite and inquiring, indicating a neutral or friendly emotional attribution. the use of ""please"" also suggests a respectful tone."
conv_624,Joey,Speaker 1,"(-1 Turn: Speaker 2: Actually, you know, Joey is your friend, and you don't really know me that well; it would be weird.) (Target Turn: Speaker 1: Yeah. But you know what? I think you should give Joey a chance. I mean, he's a great guy, and sure he doesn't know that much about art but you know, you can always talk about that with someone else.) (+1 Turn: Speaker 1: Yeah. But you know what? I think you should give Joey a chance. I mean, he's a great guy, and sure he doesn't know that much about art but you know, you can always talk about that with someone else.)",positive,0.9,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target. the speaker also expresses a desire for the targe"
conv_299,Bob,Speaker 1,(-1 Turn: Speaker 1: Forget it Joey. I'm with Bob now.) (Target Turn: Speaker 2: Bob? Who the hell's Bob?) (+1 Turn: Speaker 2: Bob? Who the hell's Bob?),neutral,0.8,"the speaker uses a question to address the subject, which is a neutral inquiry. the use of the phrase ""who the hell's"" is a colloquialism that can be interpreted as slightly negative, but the overall"
conv_354,Elizabeth,Speaker 2,"(-1 Turn: Speaker 1: Well, people missed you in there. And in fact, there was actually a request for ""Smelly Cat"".) (Target Turn: Speaker 2: Uh-uh—Wow! Uh, I thought you guys were just like making jokes, I had no idea. What you know what? You guys are wrong. Uh yes, there is a chronological age difference but I never notice it. You know why? Because she is very mature. Besides, it doesn’t really matter to me what you guys think. I mean, I’m the one dating Elizabeth, not you!) (+1 Turn: Speaker 2: Uh-uh—Wow! Uh, I thought you guys were just like making jokes, I had no idea. What you know what? You guys are wrong. Uh yes, there is a chronological age difference but I never notice it. You know why? Because she is very mature. Besides, it doesn’t really matter to me what you guys think. I mean, I’m the one dating Elizabeth, not you!)",positive,0.8,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target. the speaker also expresses a sense of ownership a"
conv_435,Janine,Speaker 1,"(-1 Turn: Speaker 2: You are aware that she’s not a monkey, right?) (Target Turn: Speaker 4: I am so over Janine. I mean, yeah, at first I thought she was hot, but now she’s like OLD NEWS!) (+1 Turn: Speaker 4: I am so over Janine. I mean, yeah, at first I thought she was hot, but now she’s like OLD NEWS!)",negative,0.9,"the speaker uses language of rejection, dismissal, or devaluation, indicating a negative emotional attribution toward the subject (janine). the speaker's tone is dismissive and critical, implying a la"
